id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19741111,Podemos por favor sair agora?,Can we please go out now?,Can we please leave now?,0.4641540050506592
common_voice_pt_19741113,Uma pessoa está comprando algo usando o auto checkout.,A person is buying something using the self checkout.,A person is buying something using the auto check out.,0.7306616306304932
common_voice_pt_19741114,Um homem com uma mala detém papel como ele se senta por uma marina.,A man with a suitcase holds a paper as he sits about in a marine.,A man with a suitcase holds paper as he sits by a marina.,0.8507201671600342
common_voice_pt_19741031,Uma mulher está olhando para um mapa enquanto está sentado em uma lavanderia.,A woman is looking at a map while she is sitting in a laundromat.,A woman is looking at a map while sitting in a laundry room.,0.8711183071136475
common_voice_pt_19741032,Uma rua cheia de lojas.,A street full of shops.,A street full of shops.,0.4988381862640381
common_voice_pt_19741034,Será quente em Lake Buena Vista Brunei?,Is it hot in Lake Buena Vista Brunei?,Will it be hot in Lake Buena Vista Brunei?,0.7006833553314209
common_voice_pt_19741036,A água estava cristalina.,The water was crystal clear.,The water was crystal clear.,0.5303692817687988
common_voice_pt_19741038,"Uma pessoa de preto, andando de bicicleta de três rodas.",A person in black riding a tricycle.,A person in black riding a three-wheeled bicycle.,0.8347742557525635
common_voice_pt_19741066,Um jovem rapaz está subindo na perna de uma estátua.,A young lad is climbing up a stature’s leg.,A young boy is climbing on the leg of a statue.,0.79288649559021
common_voice_pt_19741067,Um cão amarelo que corre através de um gramado verde luxúria.,A yellow dog running through a luscious green lawn.,A yellow dog running through a lush green lawn.,0.7271709442138672
common_voice_pt_19741068,Um grupo de mulheres na névoa de uma prática de dança.,A group of women in the mist of a dance practice.,A group of women in the fog of a dance practice.,0.7323181629180908
common_voice_pt_19741070,Um grupo de pessoas sentam-se ao ar livre juntos à noite.,A group of people sits together alfresco in the evening.,A group of people sit outdoors together at night.,0.721853494644165
common_voice_pt_19741072,"A necessidade é uma enfermeira difícil, mas ela cria filhos fortes.","Necessity is a hard nurse, but she brings up strong children.","Necessity is a difficult nurse, but she raises strong children.",0.8736481666564941
common_voice_pt_19740979,Seu chefe acha que ele não trabalha o suficiente.,His boss does not think he works hard enough.,His boss thinks he doesn't work hard enough.,0.762861967086792
common_voice_pt_19740975,Eu pareço lembrar apenas vestindo uma camiseta e jeans.,I seem to remember wearing only a t-shirt and jeans.,I seem to remember wearing only a T-shirt and jeans.,0.8611750602722168
common_voice_pt_19740976,Um homem está segurando uma câmera na frente de um veículo vermelho.,A man is holding a camera in front of a red vehicle.,A man is holding a camera in front of a red vehicle.,0.7664344310760498
common_voice_pt_19740977,Um cachorro está pulando no ar para pegar um brinquedo.,A dog is jumping up in the air to get a toy.,A dog is jumping in the air to pick up a toy.,0.801077127456665
common_voice_pt_19740978,Um menino novo que prende uma escova sobre o dissipador.,A young boy that fixes a brush over the heat spreader.,A young boy who holds a broom over the dissipator.,0.7747833728790283
common_voice_pt_19741160,Um homem está vigiando o cachorro no quintal dele.,A man is watching over the dog in his back yard.,A man is watching the dog in his backyard.,0.7190008163452148
common_voice_pt_19741161,A banda está se preparando para o seu desempenho,The band is getting ready for their performance.,The band is preparing for their performance,0.576812744140625
common_voice_pt_19741163,Você acreditaria que ele realmente me convidou para sair?,Would you believe that he really invited me out?,Would you believe that he really invited me out?,0.6727797985076904
common_voice_pt_19741107,Onde você disse que esse homem trabalhava?,Where did you say that man worked?,Where did you say this man worked?,0.5760059356689453
common_voice_pt_19741165,O menino loiro está vestindo uma camisa vermelha e pulando de um escorregador azul.,The blond boy is wearing a red shirt and jumping from a blue slide.,The blond boy is wearing a red shirt and jumping from a blue slide.,0.9254693984985352
common_voice_pt_19338110,Quanto foi novamente?,How much was it again?,How much was it again?,0.46010923385620117
common_voice_pt_19338122,Muito obrigado pela sua contribuição.,Thank you very much for your contribution.,Thank you very much for your contribution.,0.5253942012786865
common_voice_pt_19338072,A maioria das pessoas é cega,Most people are blind,Most people are blind.,0.49869823455810547
common_voice_pt_19338062,Professor Phillips é creditado com a descoberta de uma nova maneira de fazer baterias.,Professor Philips is credited with the discovery of a new way of producing batteries.,Professor Phillips is credited with discovering a new way to make batteries.,1.1392686367034912
common_voice_pt_19338063,O Tensorflow roda mais rápido com uma placa gráfica.,Tensorflow runs faster with a graphic card.,The tensor runs faster with a graphics card.,0.7313475608825684
common_voice_pt_19338064,mais vale burro que te carregue.,the donkey that takes you is worth more than,Better a fool to carry you.,0.5073802471160889
common_voice_pt_19338065,Esse identificador pode ser repetido várias vezes.,This identifier can be repeated several times.,This identifier can be repeated several times.,0.6451258659362793
common_voice_pt_19338123,Um esquiador sobe uma trilha de neve em direção a seus pólos.,A skier goes up a snow trail towards his poles.,A skier climbs a snow trail towards his poles.,0.8156392574310303
common_voice_pt_19338133,Jesus de Nazaré.,Jesus of Nazareth.,Jesus of Nazareth,0.41016507148742676
common_voice_pt_19338140,O médico diz que não é nada sério.,The doctor says it is nothing serious.,The doctor says it's nothing serious.,0.5606017112731934
common_voice_pt_19338138,Ela assentiu silenciosamente,He agreed silently.,She nodded silently.,0.5231592655181885
common_voice_pt_19338136,Eu gosto dessa ideia.,I like this idea.,I like that idea.,0.42929840087890625
common_voice_pt_19338135,Pouco conhecimento é uma coisa perigosa.,Little knowledge is a dangerous thing.,Little knowledge is a dangerous thing.,0.5652034282684326
common_voice_pt_19338066,Voltando para casa? uma festa de turistas nos passou cantando e tocando música.,"On their way home, a party of tourists went by us singing and playing music.","On the way home, a party of tourists passed us singing and playing music.",0.9998562335968018
common_voice_pt_19338125,Meu chefe,My boss,My boss,0.4655308723449707
common_voice_pt_19338073,Agora tem uma casa,Now owns a house,Now he has a house,0.4327523708343506
common_voice_pt_19338124,Não segure mais do que a tua mão vai segurar,Do not hold on to anymore than your hands can take.,Don't hold more than your hand can hold.,0.6798207759857178
common_voice_pt_19338074,Fui orientado para ajudá-lo com suas dúvidas.,I was asked to help you with any doubts you may have.,I was guided to help you with your doubts.,0.7550489902496338
common_voice_pt_19338075,O WiFi da escola dela tem uma quantidade ridícula de sites bloqueados.,The school WiFi has a ridiculously amount of filtering sites.,The Wi-Fi of her school has a ridiculous amount of blocked sites.,1.139404058456421
common_voice_pt_19338092,Você é exatamente como o pai costumava ser.,You are exactly as dad used to be.,You are exactly like your father used to be.,0.9076540470123291
common_voice_pt_19338093,Tomando o ferry foi uma escolha sábia.,It was a wise choice to take the ferry.,"Taking the ferry was a choice, you know.",0.8803653717041016
common_voice_pt_19338094,Meu marido revelou que ele era homossexual.,My husband revealed that he was a homosexual.,My husband revealed that he was gay.,0.7075748443603516
common_voice_pt_19338095,Sempre com pressa? sempre atrasado.,"Always in a hurry, always late.","Always in a hurry, always late.",0.6400535106658936
common_voice_pt_19338096,É uma tatuagem temporária que parece... uma roda de cores?,It is a temporary tattoo that looks like... a color wheel?,Is it a temporary tattoo that looks like a color wheel?,0.7928855419158936
common_voice_pt_19338107,Nós somos um mundo diferente.,We are a different world.,We are a different world.,0.6612331867218018
common_voice_pt_19338108,Vamos tentar reverter o placar do jogo.,We will try to revert the score.,Let's try to reverse the course of the game.,0.7803022861480713
common_voice_pt_19338109,Ele esperou pacientemente que o mercador despertasse e abrisse a loja.,He patiently waited for the merchant to wake up and open the store.,He waited patiently for the merchant to wake up and open the store.,0.8962981700897217
common_voice_pt_19496522,Duas mulheres andando pela calçada? uma delas carregando uma caixa grande cheia de coisas.,"Two women walking on the sidewalk, one of them carrying a big box full of stuff.","Two bullets hit the road, landing on a large house and killing six people.",1.0334665775299072
common_voice_pt_19496517,Nós vamos fazer um mistério com ele.,We will make a mystery of him.,We're going to make a mystery out of him.,0.8312826156616211
common_voice_pt_19446725,Mas eu não fui capaz de fazer isso.,But I was not able to do that.,But I wasnt able to do that.,0.6144223213195801
common_voice_pt_19446726,"Quando voltei para o comum?, o sol estava se pondo.",The sun was going down when I went back to the common.,"When I went back to the common, the sun was setting.",0.729468584060669
common_voice_pt_19496512,Uma loira de camisa amarela está andando em direção à câmera.,The blond woman in a yellow shirt is walking towards the camera.,A blonde in a yellow shirt is walking towards the camera.,0.8828659057617188
common_voice_pt_19496513,"Por um momento,? tudo estava escuro e assustador.",For a moment everything was dark and scary.,"For a moment, everything was dark and shady.",0.6411621570587158
common_voice_pt_19446709,Você pode compactar esse arquivo em um arquivo gzip?,Can you please compress this file into a ‘zip’ file?,Can you fill this file in a ZZIP file?,0.7752382755279541
common_voice_pt_19496518,"Antes que eu possa ler o artigo, tenho que ler o anúncio.","Before I can read the article, I need to read the add.","Before I can read the article, I have to read the ad.",0.7832775115966797
common_voice_pt_19496520,A capital do Brasil é Brasília.,Brasilia is the capital of Brazil.,The capital of Brazil is Brasília.,0.5633213520050049
common_voice_pt_19496521,É por isso que sinto que mereço uma parte do que você encontra.,That is why I feel I deserve a part of what you find.,That's why I feel I deserve a share of what you find.,0.8672757148742676
common_voice_pt_19496516,Assim não vale.,That doesn’t count!,Have you seen any?,0.4320406913757324
common_voice_pt_19496524,Embora o resultado final esteja correto,Even though the final result is correct,You borrowed the stuff first as a co-op?,0.6373710632324219
common_voice_pt_19496514,O menino agradeceu-lhe? comeu? e seguiu seu caminho.,"The boy thanked her, ate and went along his way.","The boy thanked him, ate, and followed his father.",0.7288835048675537
common_voice_pt_19446708,Eu estou aqui há um mês.,I have been here for a month.,I've been here for a month.,0.5311250686645508
common_voice_pt_19446707,Finalmente? depois de horas de espera? o guarda mandou o menino entrar.,"Finally, after hours of waiting, the policeman told the boy to go in.","Finally, after hours of waiting, the guard let the boy in.",0.7687301635742188
common_voice_pt_19446724,Ellie ganhou o primeiro prêmio na competição de ortografia.,Ellie took the first prize in the spelling competition.,Ellie won first prize in the spelling bee.,0.6380288600921631
common_voice_pt_19446722,uma música que eu sinto muita falta,a song that I miss a lot.,A song that I miss so much.,0.4901156425476074
common_voice_pt_19446721,É isso,That’s it.,What is that?,0.38176822662353516
common_voice_pt_19446706,O som está ficando menor,The sound is getting lower.,The sound is getting smaller.,0.48135972023010254
common_voice_pt_19446698,Qual filme ganhou o Oscar no ano passado?,What film won the Oscar last year?,What was the Oscar last year?,0.48315978050231934
common_voice_pt_19446710,Em uma mesa redonda não há disputa sobre o lugar.,There is no fight for a place at a round table.,At a round table there is no dispute about the place.,0.7605299949645996
common_voice_pt_19446716,uma ginasta asiática feminina fazendo um salto nas barras,An Asian female gymnast doing a jump on the bars.,A female Asian gymnast doing a jump on the bars.,0.7467317581176758
common_voice_pt_19446718,Mercearias nunca foram tão caras.,Grocery stores have never been so expensive.,Merchandise has never been so expensive.,0.5705709457397461
common_voice_pt_19446720,"Era inocente, mas foi condenado","He was innocent but, he was found guilty.","He was innocent, but he was condemned.",0.5947785377502441
common_voice_pt_19446701,Boa dia senhor.,"Good morning, Sir.",Good day to you.,0.4378342628479004
common_voice_pt_19446700,Outra pessoa ajudou ele.,Someone else helped him.,Another person helped him.,0.4163837432861328
common_voice_pt_19446699,Música clássica,Classic music.,Classical music,0.3687717914581299
common_voice_pt_19449609,Garanto-lhe? nenhum tem uma reivindicação melhor sobre esse dispositivo do que eu mesmo.,I assure you that no one has a better claim on that device than I do myself.,"I guarantee you, no one has a better claim on this device than I do.",0.9142115116119385
common_voice_pt_19449605,A fonte do enorme rio é a nascente límpida.,The great river is born in the clear spring.,The source of the huge river is the Lipida spring.,0.6985769271850586
common_voice_pt_19449625,Um gorila havia entrado na armadilha e agora era transportado para o zoológico.,A gorilla had been caught in the trap and was now being moved to the zoo.,A gorilla had fallen into the trap and was now being transported to the zoo.,0.8481252193450928
common_voice_pt_19449624,Dois meninos estão segurando pipas vermelhas com água no fundo.,Two boys are holding red bowls containing water at the bottom.,Two boys are holding red pipes with water at the bottom.,0.7195584774017334
common_voice_pt_19449618,Ligue para o nove-um-um.,Call nine one one.,Call the nine one one.,0.45513296127319336
common_voice_pt_19449617,Ouvi dizer que ele começou a trabalhar desta vez.,I heard she began working this time.,I heard he started working this time.,0.5244202613830566
common_voice_pt_19449626,Dois homens vestindo casacos e segurando armas carregando um coelho morto.,"Two men, wearing coats and holding guns, carrying a dead rabbit",Two men wearing coats and holding guns carrying a dead rabbit.,0.7932083606719971
common_voice_pt_19449627,Não há nada de errado com isso.,There is nothing wrong with this.,There's nothing wrong with that.,0.5128438472747803
common_voice_pt_19449615,A força da aeronave é muito grande,The aircraft is very strong.,The strength of the aircraft is very great,0.5405402183532715
common_voice_pt_19449614,"Podia ser um bom jogo, mas não foi.",It could have been a good game but it wasn’t.,"It could have been a good game, but it wasn't.",0.7640867233276367
common_voice_pt_19449616,A sopa está quente,The soup is hot.,The soup is hot.,0.41297197341918945
common_voice_pt_19449612,Você já sabe tudo o que precisa saber.,You already know all you need to know.,Do you already know everything you need to know?,0.5654208660125732
common_voice_pt_19449604,O futuro é incerto.,The future is uncertain.,The future is uncertain.,0.5001146793365479
common_voice_pt_19449607,Hoje estou tornando a Internet mais inclusiva.,Today I’m making the Internet more inclusive.,Today I am making the Internet more inclusive.,0.5417816638946533
common_voice_pt_19449608,Trate-os bem porque são pessoas boas e gentis.,Treat them well because they are kind and gentle people.,Treat them well because they are good and kind people.,0.6084442138671875
common_voice_pt_19449628,Quantos litros de água devo beber por dia?,How many liters of water should I drink a day?,How many liters of water should I drink per day?,0.6704988479614258
common_voice_pt_19449610,Este é o Keith Miller.,This is Keith Miller.,This is Keith Miller.,0.46332311630249023
common_voice_pt_19449606,Não há lâmpada de rua aqui.,There is no street lamp here.,There is no street lamp here.,0.47966718673706055
common_voice_pt_19449611,Aqueles cavalheiros que escreveram papéis próximos a ele não se desviaram do pensamento.,"Those gentlemen, who wrote parts relating to him, did not divert from the thought.",Those knights who wrote papers close to him did not deviate in thought.,0.8907177448272705
common_voice_pt_20080855,Eles têm preconceitos contra estrangeiros.,They are prejudiced against foreigners.,They have prejudices against foreigners.,0.6154522895812988
common_voice_pt_20080957,Vivendo sozinha? ela fez da solidão sua melhor amiga.,"Living alone, she made solitude her best friend.","Living alone, she made loneliness her best friend.",0.7197237014770508
common_voice_pt_20080956,Um bebê em um suéter rosa olha para um galho frondoso.,A baby in a pink sweater looks at a leafy tree branch.,A baby in a pink sweater looks at a leafy branch.,0.8128721714019775
common_voice_pt_20080932,A gema brilhante era estimulante de contemplar enquanto brilhava.,It was exciting to watch the bright gem while it sparked.,The shining gem was stimulating to contemplate as it shone.,0.8098239898681641
common_voice_pt_20080886,Um homem vestindo uma camisa laranja pega uma batata frita com pauzinhos,A man wearing an orange shirt picks up a chip with small sticks.,A man wearing an orange shirt grabs a fried potato with chopsticks.,1.087698221206665
common_voice_pt_20080887,Homem de caiaque em águas agitadas.,Man in a kayak in choppy waters.,Kayak man in rough waters.,0.6489279270172119
common_voice_pt_20080931,Deve haver algum engano.,There must be a mistake.,There must be some mistake.,0.5146932601928711
common_voice_pt_20080930,Posso ver um caso inocente no cinema mais próximo.,I can watch an innocent case in the nearest cinema.,I can watch an innocent case in the nearest movie theater.,0.8134796619415283
common_voice_pt_20080888,Várias pessoas sentam-se em bancos de bar com vista para a cidade.,Lots of people sit down in bar stools with a view to the city.,Several people sit on bar benches overlooking the city.,0.8210008144378662
common_voice_pt_20080991,"Ambas as representações podem ser assistidas por conselheiros com voz, mas sem voto.",Both representations can be heard by advisers with voice - but no voting - rights.,"Both performances can be attended by counselors with a voice, but without a vote.",0.9535398483276367
common_voice_pt_20081007,A Internet era uma janela de oportunidade para idiomas minoritários.,The internet was a window of opportunity for minority languages.,The Internet was a window of opportunity for minority languages.,0.7678873538970947
common_voice_pt_20080955,Dois jovens estão correndo pela grama no outono.,Two youngsters are running on the grass in the fall.,Two young people are running through the grass in the fall.,0.7077474594116211
common_voice_pt_20080933,O chefe me mandou para lá.,My boss sent me there.,The boss sent me there.,0.48363447189331055
common_voice_pt_20080993,"Qualquer parte pode denunciá-lo, notificando a outra parte antes de um mês.","Any party could denounce it, notifying the other party with a month’s notice.","Any party may report it, notifying the other party within one month.",0.9090945720672607
common_voice_pt_20080849,"A partir de então, emitirá balanços anuais de atividades.","From then onwards, annual activity reports will be issued.","From then on, it will issue annual activity reports.",0.7099242210388184
common_voice_pt_20081005,uma mulher está olhando em um microscópio sentado em uma mesa.,A woman is looking through a microscope that is on a table.,A woman is looking at a microscope sitting at a table.,0.8212473392486572
common_voice_pt_20080856,"Não pense demais, apenas faça.","Don’t think too much, just do it.","Don't think too much, just do it",0.6058444976806641
common_voice_pt_20080858,"Mais adiante, examinaremos essa relação que acabamos de mencionar aqui.","Further afield, we will examine this relation that we have just mentioned here.","Later, we will examine this relationship that we just mentioned here.",0.8201596736907959
common_voice_pt_20080884,Uma criança brinca em uma piscina enquanto usa floaties laranja.,A child plays in a pool whilst wearing orange floaties.,A child plays in a pool while wearing orange floats.,0.8481078147888184
common_voice_pt_20080885,Carrinho amarelo como está fazendo suas rondas.,"Little yellow car, how are you doing your rounds?",Yellow cart as it is making its rounds.,0.7401247024536133
common_voice_pt_19343885,Ele acreditava em presságios.,He believed in omens.,He believed in omens.,0.46850061416625977
common_voice_pt_19343905,"Puxa, que fome!","Gee, I am so hungry!",For every woman.,0.42419862747192383
common_voice_pt_19343879,Um jogador de futebol novo vestiu-se no vermelho que corre abaixo do campo.,A young football player dressed in red running underneath the field.,A young soccer player dressed in red runs down the field.,0.7626051902770996
common_voice_pt_19343884,O inglês ficara profundamente impressionado com a história.,The Englishman will be deeply impressed by this story.,The Englishman was deeply impressed by the story.,0.734900712966919
common_voice_pt_19343877,É fácil atrapalhar as coisas.,It is easy to mess things up.,It's easy to mess things up.,0.5515823364257812
common_voice_pt_19339775,Diga uma história,Tell a story,Tell a story,0.4361100196838379
common_voice_pt_19343876,"Com licença, nudismo não é permitido nessa parte da praia.","Excuse me, nudism is not allowed on this part of the beach.","Excuse me, nudism is not allowed on this part of the beach.",1.030813455581665
common_voice_pt_19339779,A nossa lua é linda.,Our moon is beautiful.,Our moon is beautiful.,0.45145511627197266
common_voice_pt_19343880,Falar sem pensar é atirar sem mirar.,Speaking without thinking is firing with aiming.,Talking without thinking is shooting without aiming.,0.6020798683166504
common_voice_pt_19339776,Adicionar Despacito à minha lista de favoritos.,Add Despacito to my favorites.,Add Despacito to my favorite list.,0.6251411437988281
common_voice_pt_19343881,Nós fomos alimentados com mentiras há tanto tempo que estamos nos acostumando com isso.,We have been fed lies for so long that we are used to it.,We've been fed lies for so long that we're getting used to it.,0.8851151466369629
common_voice_pt_19343883,Qual é o problema com você?,What is the problem with you?,What is the problem with you?,0.5299639701843262
common_voice_pt_19343882,Qual é a previsão para daqui a um minuto?,What is the prediction for the next minute?,What's the forecast for the next minute?,0.6790168285369873
common_voice_pt_19343878,Duas mulheres se abraçam em uma sala lotada onde as pessoas estão tomando bebidas.,Two women hug in a packed room where people are having drinks.,Two women embrace in a crowded room where people are having drinks.,0.826807975769043
common_voice_pt_19343892,Ela vai ouvir muito a sério,She will listen to it very carefully.,She will listen very seriously.,0.47949934005737305
common_voice_pt_19343903,Quanto vai custar.,How much will it be?,How much will it cost?,0.45061469078063965
common_voice_pt_19343889,O rio estava assoreado.,The river was silted.,The river was dammed.,0.47963857650756836
common_voice_pt_19343890,Como uma geração mais jovem,Like a younger generation,Like a younger generation,0.42484211921691895
common_voice_pt_19343886,um menino balançando em um balanço.,A boy swinging in a swing.,A boy swinging on a swing.,0.5381367206573486
common_voice_pt_19343904,Eu tenho que ver Nicole imediatamente!,I must see Nicole immediately.,I have to see Nicola immediately!,0.48753929138183594
common_voice_pt_19343887,Este é o momento que eu tenho esperado.,This is the moment I have been waiting for.,This is the moment I've been waiting for.,0.578763484954834
common_voice_pt_19343902,A reunião acabou.,The meeting is over.,The meeting is over.,0.4184117317199707
common_voice_pt_19343901,Ela não gostava do Justin Bieber.,She did not like Justin Bieber.,She didn't like Justin Bieber.,0.5571913719177246
common_voice_pt_19339777,Construindo uma sociedade solidária e solidária,Building an all inclusive society.,Building a society of solidarity and solidarity,0.6116063594818115
common_voice_pt_19343891,Os operários trabalham na cidade enquanto são vigiados por espectadores.,The workmen work in the city whilst being watched by onlookers.,The workers work in the city while being watched by spectators.,0.7938981056213379
common_voice_pt_19343895,Traga-me uma mulher reescrita.,Bring me a woman who has been re-written.,Bring me a rewritten woman.,0.5216858386993408
common_voice_pt_19343894,É raro eu sentar e escrever durante o dia.,It is rare for me to sit down and write during the day.,It's rare for me to sit and write during the day.,0.6893010139465332
common_voice_pt_19343893,Quer reservar uma mesa num restaurante em Samoa,...wants to book a table at a restaurant in Samoa.,I want to book a table in a restaurant in Samoa.,0.651479959487915
common_voice_pt_19370644,Uma foto de casamento? as damas de honra em roxo? todos os padrinhos pulando.,"A wedding picture: the bridesmaid in purple, all witnesses jumping up.",A wedding photo the ladies of honor in purple all the godparents jumping,0.9372975826263428
common_voice_pt_19370651,Uma mulher está andando com um carrinho na frente de um edifício.,A woman is walking in front of a building with a toy car.,A woman is walking with a cart in front of a building.,0.7827670574188232
common_voice_pt_19370704,É melhor nos segurarmos em ambos.,We would better hold each other.,Its better to hold on to both of us.,0.6814494132995605
common_voice_pt_19370679,Todo bom catalão está frio depois do jantar.,Every true Catalan feels cold after dinner.,Every good Catalan is cold after dinner.,0.6621103286743164
common_voice_pt_19370640,O chão da casa é pesado,The floor of the house weights a lot.,The floor of the house is heavy.,0.5394814014434814
common_voice_pt_19370703,Quatro homens estão sentados na varanda de uma igreja de pedra.,Four mean are sitting on the porch of a stone Church.,Four men are sitting on the balcony of a stone church.,0.7694511413574219
common_voice_pt_19370702,Estou muito cheio.,I am very full.,I'm too full!,0.4927997589111328
common_voice_pt_19370701,Não tenho certeza se você vai falar tanto agora.,I don’t know that you will talk so much now.,I'm not sure if you're going to talk so much now.,0.8475339412689209
common_voice_pt_19370700,Fazendo algo saboroso espero que você goste de limões!,"Making something tasty, I hope you like lime!","Making something tasty, I hope you like lemons.",0.7575888633728027
common_voice_pt_19370694,"Os três ultimos presidentes do Brasil são Jair Bolsonaro, Michel Temer e Dilma Rousseff.","Brazil’s last three presidents are Jair Bolsonaro, Michel Temer e Dilma Rousseff.","The last three presidents of Brazil are Jair Bolsonaro, Michel Temer and Dilma Rousseff.",1.154297113418579
common_voice_pt_19370650,Três bombeiros enfurecidos após uma chamada de brincadeira.,Three angry fireman after a prank call.,Three angry firefighters after a prank call.,0.7796976566314697
common_voice_pt_19370693,"Ainda há tantas pessoas como nos dias anteriores, isto é, ninguém.","There are still as many people as in the previous days, that is, no one.","There are still as many people as in the previous days, that is, no one.",0.915804386138916
common_voice_pt_19370692,Uma menina está usando um grande chapéu de bandeira americana em um campo.,A girl is wearing a big American flag hat in a field.,A girl is wearing a big American flag hat in a field.,0.7940993309020996
common_voice_pt_19370691,Foi uma pausa.,This was a pause.,It was a pause.,0.45827555656433105
common_voice_pt_19370690,um cachorro preto está correndo com a boca aberta em um campo gramado,A black dog is running with its month open in a grass field.,A black dog is running with its mouth open in a grassy field.,0.8106226921081543
common_voice_pt_19370683,Um homem sorridente de camisa vermelha senta-se ao volante de um caminhão azul.,A smiling man in a red shirt sits at the wheel of a blue truck.,A smiling man in a red shirt sits at the wheel of a blue truck.,0.996422290802002
common_voice_pt_19370677,"Hoje, vou explicar sobre despesas diversas.","Today, I will talk about various expenses.","Today, I'm going to explain about various expenses.",0.7140564918518066
common_voice_pt_19370643,Alpinistas rápidos de repente esperaram.,Fast climbers suddenly waited.,Fast climbers suddenly waited,0.6132071018218994
common_voice_pt_19370676,"Ah, claro.","Yes, of course.","Ah, we're finished!",0.47476983070373535
common_voice_pt_19370675,Essas leis podem violar os direitos da União.,Those laws may violate Union rights.,These laws may violate the rights of the Union.,0.6834945678710938
common_voice_pt_19370659,Você não tem idéia de quem poderia ter feito isso?,Do you have any idea who could have done that?,Do you have any idea who might have done this?,0.6919662952423096
common_voice_pt_19370658,O cinzeiro estava vazio.,The ashtray was empty.,The ashtray was empty.,0.5894415378570557
common_voice_pt_19370642,Saia do meu caminho!,Get out of my way.,Get out of my way!,0.4700746536254883
common_voice_pt_19370641,Foi muito difícil para ela se concentrar.,It was very hard for her to concentrate.,It was very difficult for her to concentrate.,0.6280770301818848
common_voice_pt_19370657,um esquiador de água voando ligeiramente no ar sobre uma onda,A water skier briefly flying in the air over a wave.,A water skier flying lightly in the air on a wave,0.7803428173065186
common_voice_pt_19370656,Pior e pior.,Worse and worse.,Worse and worse.,0.46267175674438477
common_voice_pt_19370655,o que significa peido do diabo em francês,What does ‘the devil’s fart’ mean in French?,"What does ""breast of the devil"" mean in French?",0.7472209930419922
common_voice_pt_19370654,Um motociclista fazendo uma curva acentuada.,A biker doing a tight curve.,A motorcyclist making a sharp curve.,0.689366340637207
common_voice_pt_19370653,E você não saberá como eu realmente uso todos os comandos em combinação.,And you will not know how I actually use all these commands combined.,And you won't know how I actually use all the commands in combination.,0.9335787296295166
common_voice_pt_19370652,As comunidades eremitas todos os dias são mais raras.,Hermit communities become rarer with every passing day.,Hermit communities are becoming rarer every day.,0.70810866355896
common_voice_pt_19691066,"Em geral, abordamos as pessoas interessadas em colaborar nos vários projetos que temos.",We normally contact people interested in collaborating with our various projects.,"In general, we approach people who are interested in collaborating on the various projects we have.",0.9135541915893555
common_voice_pt_19691018,Dançarina étnica fica na frente de outros artistas em um palco.,The ethnic dancer stands in front of other artists on a stage.,Ethnic dancer stands in front of other artists on a stage,0.8674585819244385
common_voice_pt_19691368,Um homem senta-se em um cavalo com montanhas ao fundo.,A man sits on a horse against a background of mountains.,The man sits on a horse with mantles at the bottom.,0.7514097690582275
common_voice_pt_19691017,O homem tem um bolo decorado com fogos de artifício indoor.,The man has a cake decorated with indoor fireworks.,The man has a cake decorated with indoor fireworks.,0.780498743057251
common_voice_pt_19691016,Dois adultos balançam alto em direção à câmera em um parque infantil.,Two adults swing high towards a camera in a playground.,Two adults swing high towards the camera in a playground.,0.7474520206451416
common_voice_pt_19691011,Um homem está sentado e ele está cercado por sapatos.,A man is sitting down and he is surrounded by shoes.,A man is sitting and he is surrounded by shoes.,0.7595672607421875
common_voice_pt_19690869,"Veja os comentários, comentários e avaliações no site.","See the comments, comments and ratings on the site.","See the comments, comments and evaluations on the site.",0.7252535820007324
common_voice_pt_19690868,O fruto de uma figueira é em forma de maçã.,The fruit of a fig tree is in shape of an apple.,The fruit of a fig tree is in the shape of an apple.,0.8148939609527588
common_voice_pt_19690864,"Sua sobremesa cheirava a mofo, não doce.","Your desert smelt of mold, not sweet.","Your dessert smelled like mustard, not sweet.",0.7278337478637695
common_voice_pt_19690859,Eu gostaria de dar ao texto atual uma classificação de três de seis.,I would like to give the current text a three out of six.,I'd like to give the current text a rating of three out of six.,0.9100773334503174
common_voice_pt_19690855,Um menino joga em um balanço.,A boy plays on a swing.,A boy plays on a swing.,0.5206480026245117
common_voice_pt_19690801,Um grupo de pessoas em um show de arte de fotografias,A group of people in a photography art show.,A group of people at a photography art show.,0.746666431427002
common_voice_pt_19690799,Um grupo de pessoas se preparando para subir uma montanha.,A group of people getting ready to climb a mountain.,A group of people preparing to climb a mountain.,0.7191531658172607
common_voice_pt_19690794,Dois cães passam uns aos outros perto de um pouco de água.,Two dogs walk past each other by a small amount of water.,Two dogs pass each other near some water.,0.7511532306671143
common_voice_pt_19691019,Essa mulher roubou minha bolsa!,That woman stole my bag.,That woman stole my purse!,0.5331511497497559
common_voice_pt_19690792,Os ingressos para a transmissão foram todos embora.,The tickets for the transmission are all gone.,The tickets for the broadcast are all gone.,0.6967363357543945
common_voice_pt_19691367,Considerando o crescimento da população humana? insetos pode ser a comida do futuro.,"Considering the growth of human population, insects may be the food of the future.","Given the growth of the human population, insects could be the food of the future.",0.9574880599975586
common_voice_pt_19691067,banda fazendo um concerto para as pessoas,A band playing a concert for the people.,Band playing a concert for people.,0.5017032623291016
