id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_19539989,Quais são as manchetes de hoje?,What are today’s headlines?,What are the headlines today?,0.23824501037597656
common_voice_pt_19539990,Tão duro quanto as unhas.,As hard as nails.,As hard as your nails.,0.22428345680236816
common_voice_pt_19727246,Um homem idoso que monta um skate através do parque.,An elderly man riding a skateboard through the park.,An elderly man skating through the park.,0.28548359870910645
common_voice_pt_19727130,Eu não suporto a visão de sangue.,I can’t stand the sight of blood.,I can't stand the sight of blood.,0.30762791633605957
common_voice_pt_19727128,Você costumava ser capaz de arremessar melhor do que isso.,You used to be able to throw better than that.,You used to be able to throw better than that.,0.27896928787231445
common_voice_pt_19727247,Um grande cão bronzeado está correndo com um item verde em sua boca,A large tan dog is running with a green item in his mouth.,A tanned big dog is running with a green item in its mouth.,0.3814215660095215
common_voice_pt_19727166,Quatro mulheres em vestidos amarelos estão realizando um balé.,Four women in yellow dresses are performing ballet.,Four women in yellow dresses are performing a ballet.,0.38664793968200684
common_voice_pt_19727167,"Eu gosto da cidade, mas em julho é muito quente.",I like the city but in July its too hot.,"I like the city, but in July it's very hot.",0.3231048583984375
common_voice_pt_19727208,Franquias de zoológicos são uma desgraça para o movimento global de direitos dos animais.,Zoo franchises are a disgrace to the global animal rights movement.,Zoological franchises are a disgrace for the global animal rights movement.,0.3939075469970703
common_voice_pt_19727209,Por bem ou por mal.,For better or worse.,For good or for bad?,0.24119329452514648
common_voice_pt_19727210,Esta pequena casa é composta por três quartos e um banheiro.,This small house is composed by three bedrooms and a bathroom.,This small house is composed of three rooms and a bathroom.,0.34487438201904297
common_voice_pt_19727340,"Agora, qual é a história?","Now, whats the history?","Now, what's the story?",0.24602842330932617
common_voice_pt_19727292,Sempre foi assim.,It has always been like that.,It has always been like this.,0.22954320907592773
common_voice_pt_19727291,"Durante muito tempo, a queda da cidade foi atribuída ao segundo saque.","For a long time, the city fall was attributed to the second looting.",For a long time the city's fall was attributed to the second sack.,0.37089014053344727
common_voice_pt_19727149,Você deve ler o novo livro que Mark Twain está escrevendo agora.,You should read the new book that Mark Twain is writing now.,You should read the new book Mark Twain is writing now.,0.34625911712646484
common_voice_pt_19727152,A regra da cadeia é aplicada duas vezes a essa fórmula.,The jail rule is applied twice to this formula.,The chain rule is applied twice to this formula.,0.3386082649230957
common_voice_pt_19727243,Use isso internamente para implementar um serviço.,Use this internally to implement a service.,Use this internally to implement a service.,0.26780128479003906
common_voice_pt_19727244,Duas crianças estão brincando na praia e a garota está pulando.,Two children are playing on the beach and the girl is jumping.,Two children are playing on the beach and the girl is jumping.,0.34039306640625
common_voice_pt_19727245,Uma mulher está andando na calçada,A woman is walking on the sidewalk.,A woman is walking on the sidewalk.,0.26743435859680176
common_voice_pt_19727150,"O que você aconselha, senhor?","What do you advise, sir?","What do you advise, ma'am?",0.2789459228515625
common_voice_pt_19727164,Uma senhora com cabelo castanho segurando uma caixa com um rosto esculpido nele.,A lady with brown hair holding a box with a face carved on it.,A lady with brown hair holding a box with a carved face on it.,0.37960052490234375
common_voice_pt_19727290,Uma pessoa que monta um cavalo tentando amarrar um bezerro que está correndo deles.,A person that rides a horse trying to tie up a calf that is running from them.,A person who mounts a horse trying to tie a goat that is running away from them.,0.5824739933013916
common_voice_pt_19727288,O diabo encontra trabalho para mãos ociosas.,The devil finds work for idle hands.,The devil finds work for idle hands.,0.35108208656311035
common_voice_pt_19727151,Você vai fazer isso por mim?,Will you do this for me?,Are you going to do this for me?,0.3631112575531006
common_voice_pt_19727211,Dois meninos e uma menina vestida com roupas tradicionais.,Two boys and one girl dressed in traditional clothes.,Two boys and a girl dressed in traditional clothes.,0.453829288482666
common_voice_pt_19727165,Uma mulher se protege do sol com seu guarda-chuva.,A woman protects herself from the sun with her umbrella.,A woman protects herself from the sun with her rain guard.,0.5208523273468018
common_voice_pt_19727132,Este caminho é designado para veículos agrícolas.,This path is designed for agricultural vehicles.,This road is designated for agricultural vehicles.,0.45082855224609375
common_voice_pt_19727163,Eu não escolhi essa frase.,I didn’t choose that phrase.,Did I choose this phrase?,0.35483503341674805
common_voice_pt_19727442,Uma jovem garota de rosa está brincando alegremente com uma boneca.,A young girl in pink is happily playing with a doll.,A young girl in pink is playing happily with a doll.,0.42673659324645996
common_voice_pt_19727441,Ajudaria o leitor a entender melhor o seu método.,It would help the reader to better understand your method.,It would help the reader to better understand your method.,0.4299437999725342
common_voice_pt_19727439,Crianças africanas fazem caretas para a câmera.,African children make faces at the camera.,African children make faces for the camera.,0.45012974739074707
common_voice_pt_19727438,Você está administrando uma empresa ou uma instituição de caridade?,Are you managing a company or a charity?,Are you running a company or a charity institution?,0.33982229232788086
common_voice_pt_19727342,Uma garota está tocando um gravador e outra garota está tocando violão.,One girl is playing a recorder and other girl is playing the guitar.,A girl is playing a recorder and another girl is playing the guitar.,0.36913466453552246
common_voice_pt_19727341,uma mulher abre um presente enquanto bebe cerveja,A woman opens a gift while drinking beer.,A woman opens a gift while drinking beer.,0.28449535369873047
common_voice_pt_19727129,Um grupo de pessoas lavando um caminhão.,A group of people washing a truck.,A group of people washing a truck.,0.24199390411376953
common_voice_pt_19727212,Sob os limes.,Under the limes.,Soboslims.,0.23015522956848145
common_voice_pt_19727131,Um homem na beira de uma parede prestes a cair.,A man on the edge of a wall about to fall.,"A man on the edge of a wall, about to fall.",0.3144657611846924
common_voice_pt_19289445,E agora uma convenção de Amanda Derek!,And now and Amanda Derek convention!,And now a convention by Manda Derek.,0.2673623561859131
common_voice_pt_19289441,Ele comeu seu jantar na solidão? contemplando sua tarefa solene.,"He ate his dinner in solitude, contemplating his solemn task.","He ate his dinner alone, contemplating his solemn task.",0.34552931785583496
common_voice_pt_19289442,"Ah, é tudo tão grande.","Oh, everything is so big.","Ah, it's all so big.",0.2492532730102539
common_voice_pt_19289443,Três homens desfrutando de álcool e comida.,Three men enjoying food and drinks.,Three men enjoying alcohol and food.,0.2735464572906494
common_voice_pt_19289444,Ele se sentiu sobrecarregado pelos séculos de tempo desde que as Pirâmides foram construídas.,He felt overwhelmed by the centuries of time since the Pyramids were built.,He felt overwhelmed by the centuries since the pyramids were built.,0.3534550666809082
common_voice_pt_19289440,A primeira regra de não lutar contra o clube é falar sobre isso.,The first rule of Fight Club is: you do not talk about Fight Club.,The first rule of not fighting against the club is to talk about it.,0.3895394802093506
common_voice_pt_19289439,Eles começam a subir em você? tentando vender algo para você.,They start coming up to you trying to sell you something.,"They start to get on you, trying to sell something to you.",0.33782529830932617
common_voice_pt_19289438,"Quando você é amado, você pode fazer qualquer coisa na criação.","When you’re loved, you can do anything in creation.","When you are loved, you can do anything in creation.",0.3069131374359131
common_voice_pt_19289447,"Como uma aproximação?, usamos uma distribuição Gaussiana multivariada.","As an approximate, we use a multivariate Gaussian distribution.","As an approximation, we use a multivariate Gaussian distribution.",0.3748779296875
common_voice_pt_19507046,E garanto que eles se formarão com as maiores honras!,And I guarantee that they will graduate with the highest honors!,And I guarantee they will be trained with the greatest honors.,0.344341516494751
common_voice_pt_19507095,"Peter se encolheu de volta, horrorizado.","Peter flinched back, horrified.","Peter shrank back, horrified.",0.26008176803588867
common_voice_pt_19507024,Posso ouvir o mais novo canto de Jeremy Taggart no Deezer?,Can I hear the newest song of Jeremy Taggart on Deezer?,Can I hear the latest song from Army Target on Geezer?,0.3765685558319092
common_voice_pt_19507071,Aprendi e usei,I learned and used.,I learned and used.,0.21989965438842773
common_voice_pt_19507025,Convolutional Neural Networks são ótimos para trabalhar com imagens.,Convolutional Neural Networks are great for working with images.,Convolutional neural networks are great for working with images.,0.3599412441253662
common_voice_pt_19507072,Cinquenta quilos de cimento nas costas.,Fifty kilos of cement on the back.,Fifty kilos of cement on the back.,0.27237582206726074
common_voice_pt_19507083,Primeiro andar como armazém,First floor as storage,First walk like a store.,0.2482922077178955
common_voice_pt_19507084,Eles têm quatro ou cinco na aldeia.,They have four or five in the village.,They have four or five in the village.,0.2578580379486084
common_voice_pt_19507085,A jovem mulher na camisa azul e no sobretudo preto faz waffles caseiros.,The young woman in blue shirt and black overcoat makes homemade waffles.,The young woman in the blue shirt and black overall is waving to the homeless.,0.4535043239593506
common_voice_pt_19507040,Coma bem,Eat well.,How are you?,0.20682358741760254
common_voice_pt_19507087,Qual jogo você quer jogar?,Which game you want to play?,What game do you want to play?,0.24560952186584473
common_voice_pt_19507031,Vamos ligar para ele!,Let’s call him!,Let's call him.,0.21636462211608887
common_voice_pt_19507093,"Oh, está lindo agora.","Oh, it beautiful now.","Oh, it's beautiful now.",0.2490389347076416
common_voice_pt_19507094,Foi para isso que fui enviado.,That’s what I was sent for.,That's why I was sent.,0.24065589904785156
common_voice_pt_19507070,"Em um tempo de semanas?, estamos indo para a América.","In a matter of weeks?, we are going to América.","In a week, we are going to America.",0.2725989818572998
common_voice_pt_19507097,Eu tenho um flash para você!,I have a flash for you!,I have a flash for you.,0.25269031524658203
common_voice_pt_19507103,O fabricante recomenda isso.,The manufacturer recommends this.,The manufacturer recommends this.,0.2581179141998291
common_voice_pt_19507047,A cena que vejo agora,The scene I see now.,The scene I see now.,0.23433446884155273
common_voice_pt_19507053,Escreva uma nota para o amigo que você ama.,Write a note to the friend that you love.,Write a note for the friend you love.,0.2751789093017578
common_voice_pt_19507055,"Ainda estamos lá, mas está chegando ao fim.","We’re still there, but it’s coming to an end.","We are still there, but it is coming to an end.",0.44631218910217285
common_voice_pt_19507057,Eu estou no final da minha corda.,I am at the end of my rope.,I'm at the end of my rope.,0.38445472717285156
common_voice_pt_19507104,Por que você não consegue se dar bem com ela?,Why can’t you get along with her?,Why can't you get along with her?,0.3674647808074951
common_voice_pt_19507106,Futebol é um esporte muito popular no Brasil.,Soccer is a very popular sport in Brazil.,Football is a very popular sport in Brazil.,0.3720715045928955
common_voice_pt_19507107,Mapeie os olhos piscando,Map the eyes by blinking.,I mapped the blinking eyes.,0.42104387283325195
common_voice_pt_19507014,Eu não vi nenhum ponto.,I didn’t see any dot.,I didn't see any point.,0.3448512554168701
common_voice_pt_19507027,"""Os memes são muito banais""? ela escreveu em seu livro.",“Memes are too banal” she wrote in her book.,Memes are very banal? She wrote in her book.,0.46244359016418457
common_voice_pt_19507058,O homem com cabelo espetado senta-se por um cartaz colorido,The man with spiky hair sits by a colorful poster.,"The man with the hair is squeezed, sits on a colored poster.",0.5354335308074951
common_voice_pt_19507068,Às vezes as ambições de Yasmin não têm limites.,Sometimes Yasmin’s ambitions have no limits.,Sometimes Yasmin's ambitions have no limits.,0.4259154796600342
common_voice_pt_19507026,Meus meninos e meninas estão lá.,My boys and girls are there.,My boys and girls are there.,0.3918130397796631
common_voice_pt_19507032,"Sim, eles estão por aí.","Yes, they are around.","Yes, they are out there.",0.4044466018676758
common_voice_pt_19507029,As galinhas são adoráveis.,The chickens are adorable.,The chickens are adorable.,0.2838001251220703
common_voice_pt_19507030,Heehaw e Feliz Natal.,Heehaw and merry Christmas.,"Hello, happy Christmas!",0.23731613159179688
common_voice_pt_19507038,Milhões de anos atrás? nossos sete continentes eram um super-continente chamado Pangea.,Millions of years ago? our seven continents were one super continent named Pangea.,"Millions of years ago, our seven continents were a supercontinent called Pangea.",0.46060776710510254
common_voice_pt_19507043,Diga outra coisa.,Say something else.,Say something else.,0.2127373218536377
common_voice_pt_19515451,minhas ferias foram ótimas penas que você não foi,"My holydays were great, too bad you didn’t go.","My vacation was great, only you weren't there.",0.3196861743927002
common_voice_pt_19515421,Não há capacidade de autofinanciamento,There is no self-financing capacity.,There is no self-financing capacity.,0.30541467666625977
common_voice_pt_19515433,Eu tenho um encontro de almoço.,I have a lunch date.,I have a lunch meeting.,0.25023365020751953
common_voice_pt_19515430,Eu tenho que tirar a Katie da cadeia!,I have to get Katie out of jail!,I have to take Katy out of jail.,0.27117228507995605
common_voice_pt_19515440,Satya Nadella é o presidente da Microsoft.,Satya Nadella is the president of Microsoft.,Sataya Nadela is the president of Microsoft.,0.33231306076049805
common_voice_pt_19515429,Um homem de suéter azul estava sentado à mesa.,A men in a blue sweater was sitting at the table.,A man in a blue sweater was sitting at the table.,0.3455948829650879
common_voice_pt_19515478,O médico falou o mesmo.,The doctor said the same.,The doctor said the same thing.,0.23577022552490234
common_voice_pt_19515477,O tio Jack e eu vamos sentir sua falta.,Uncle Jack and I are going miss you.,Uncle Jack and I will miss you.,0.2523515224456787
common_voice_pt_19515475,Ajudar as pessoas com dificuldades.,Help people with difficulties.,Helping people with difficulties.,0.2680344581604004
common_voice_pt_19515468,Diga a Nathan para entrar na extensão.,Tell Nathan to enter the extension.,Tell Nathan to get into the tension.,0.28805017471313477
common_voice_pt_19515467,Dois homens olham como um terceiro coloca detergente em uma máquina de lavar.,Two men look at how a third puts detergent in a washing machine.,Two men watch as a third man puts detergent in a washing machine.,0.38512539863586426
common_voice_pt_19515466,"Ei, eu comprei suco de abacaxi sem adição de açúcar.","Hey, I bought pineapple juice with no added sugar.","Hey, I bought sugar-free bakashi juice.",0.3442695140838623
common_voice_pt_19515465,"Eu preciso que você seja espontâneo. Ele me pediu para ""din din"".",I need you to be spontaneous. He asked me to “din din”.,"I need you to be spontaneous, he asked me to. Din din!",0.3596525192260742
common_voice_pt_19515464,Dois meninos e duas meninas que prendem uma mangueira de jardim verde.,Two boys and two girls holding a green garden hose.,Two boys and two girls holding a green garden hose.,0.3242373466491699
common_voice_pt_19515439,Alguém havia devolvido meu cartão de crédito perdido ao banco.,Someone had returned my lost credit card to the bank.,Someone feeds the bank's credit card.,0.2891967296600342
common_voice_pt_19515414,Ele não era deste mundo; Sua verdadeira paternidade estava em alta.,He wasn’t from this world; His true fatherhood was on the rise.,He was not of this world. His true fatherhood was high.,0.34215307235717773
common_voice_pt_19515476,Bens com diferença excessiva entre preço de compra e preço de mercado,Goods with excessive difference between purchase price and market price.,Goods with excessive difference between purchase price and market price.,0.361936092376709
common_voice_pt_19515449,Não há sequer uma única razão para eu ir ao lago hoje.,There is not a single reason for me to go to the lake today.,There isn't even one reason to go to the lake today.,0.34021544456481934
common_voice_pt_19515450,O que você fez Kevin?,What did you do Kevin?,"What did you do, Kevin?",0.2677321434020996
common_voice_pt_19515452,Eles mal podiam ver o menino.,They could barely see the boy.,They could hardly see the boy.,0.257174015045166
common_voice_pt_19515453,Um garoto com uma arma de brinquedo.,A boy with a toy gun.,A boy with a toy gun.,0.26244044303894043
common_voice_pt_19515415,Nós viemos de Gualta.,We cam from Gualta.,We came from Walter.,0.2075197696685791
common_voice_pt_19515417,"Yan Changshou, presidente da plataforma de bem-estar público","Yan Changshou, president of the public well-being platform.","Yan Sheng Su, president of the Public Welfare Platform.",0.3782844543457031
common_voice_pt_19515419,"Mais tarde, corri para a rua comercial.","Later, i ran for the shopping street.","Later, running to the commercial street.",0.2620856761932373
common_voice_pt_19515418,Por que você não entregou imediatamente?,Why you didn't turn yourself in immediately?,Because you didn't surrender immediately.,0.28638386726379395
common_voice_pt_19515428,Onde Charlotte deixou as chaves dela?,Where did Charlotte leaver her keys?,A charlatan from the top of the stairs.,0.302609920501709
common_voice_pt_19515426,Ela falou com ele.,She spoke with him.,She talked to me.,0.20630216598510742
common_voice_pt_19515425,O deserto não respondeu por alguns instantes.,The desert didn’t answer for a few moments.,The dessert didn't answer for a few moments.,0.29453229904174805
common_voice_pt_19515424,"Se você prestar atenção ao presente?, você pode melhorar.","If you want to pay attention to the present?, you can get better.","If you pay attention to the present, you can improve.",0.3336303234100342
common_voice_pt_19515423,Um cão marrom que vadeia em uma lagoa pantanosa.,A brown dog wading in a swampy pond.,A brown squid in a swampy lake.,0.44187140464782715
common_voice_pt_19515422,Mister Kristen tem algo a nos dizer.,Mister Kristen has something to tell us.,Mr. Christens has something to tell us.,0.34017062187194824
common_voice_pt_19515443,Uma banda de três homens executa.,A three man band performs.,We will be three times from Scuty.,0.33093976974487305
common_voice_pt_19776122,Um homem que obstrui dentro um fio ao prender uma guitarra.,A man that obstructs a wire while holding a guitar.,A man who is stuck inside a thread when he is holding a guitar.,0.5042333602905273
common_voice_pt_19776123,Você tem o número de telefone de Nina?,Do you have Nina’s phone number?,Do you have Nina's phone number?,0.41176509857177734
common_voice_pt_19776124,Ele não respondeu.,He didn’t answer.,He didn't answer.,0.2959713935852051
common_voice_pt_19776125,O garoto se aproximou da garota? e quando ela sorriu? ele fez o mesmo.,The boy approached the girl? and when she smiled? he did the same.,"The boy approached the girl and when she smiled, he did the same.",0.4784071445465088
common_voice_pt_19776126,Dois homens? usando polos brancos? estão do lado de fora lendo o jornal.,Two men? wearing white polo shirts? they are outside reading the newspaper.,"Two men, wearing white poles, are outside reading the newspaper.",0.5053184032440186
common_voice_pt_19598802,Você quer comer primeiro?,Do you want to eat first?,Do you want to eat first?,0.3611733913421631
common_voice_pt_19598801,"Pedra que rola, não põe musgo.","Rolling stone, doesn’t put moss.",Rock that rolls doesn't put moss.,0.44318175315856934
common_voice_pt_19598800,Duas mulheres jovens estão sentadas no meio-fio e conversando,Two young women are sitting in the curb and taking.,Two young women are sitting in the middle of the line talking.,0.44050097465515137
common_voice_pt_19776121,Um jogador de beisebol de Atlanta está usando uma luva no campo interno.,An Atlanta baseball player is wearing a glove on the field.,A baseball player from Atlanta is wearing a glove on the inner field.,0.4063143730163574
common_voice_pt_19598718,Um cão preto e branco com um colarinho azul anda através da grama.,A black and white dog with a blue collar walks through the grass.,A black and white dog with a blue necklace walks through the grass.,0.3833811283111572
common_voice_pt_19776120,Conhecemos Alexander e o bar e nos divertimos muito na noite passada.,We met Alexander and the bar and we had a lot of fun last night.,We met Alexander and the bar and had a great time last night.,0.3162345886230469
common_voice_pt_19776117,Quatro pessoas fazendo música com uma coleção de pokemon no fundo.,Four people making music with a collection of Pokemon in the background.,Four people making music with a collection of Pokémon in the background.,0.38126420974731445
common_voice_pt_19776111,Um grupo de amigos está sentado ouvindo alguma música.,A group of friends is sitting listening to some music.,A group of friends is sitting listening to some music.,0.30319714546203613
common_voice_pt_19776110,"Abril furioso, boa colheita.","Furious April, good harvest.",He opened furiously. Good harvest.,0.2824068069458008
common_voice_pt_19776109,pessoa em um skate no ar,Person on a skate in the air.,A person on a skateboard.,0.23797869682312012
common_voice_pt_19598668,Uma cebola por dia mantém todos longe.,One onion a day keeps all away.,One onion a day keeps everyone away.,0.2780582904815674
common_voice_pt_19776108,"Se você fizer uma tempestade novamente, tentarei voar mais alto e não nos alcançará.","If you do a storm again, I will try to fly higher and you won’t reach us.","If you make a storm again, I will try to fly higher and it won't reach us.",0.4340782165527344
common_voice_pt_19775656,Você quer fazer as malas antes de sairmos?,Do you want to pack before we leave?,Do you want to do the bags before we go out?,0.2916085720062256
common_voice_pt_19598669,Um policial em um cavalo cercado por espectadores.,A policeman on a horse surrounded by spectators.,A policeman on a horse surrounded by spectators.,0.352215051651001
common_voice_pt_19775655,"Ontem ele se sentiu invencível, agora ele está de ressaca.","Yesterday he felt invincible, now he has a hangover.","Yesterday he felt invincible, now he's out of balance.",0.38802146911621094
common_voice_pt_19775654,A laje foi escavada em blocos pesados de ardósia.,The slab was dug in heavy slate blocks.,The slab was excavated in heavy blocks of argothia.,0.31887173652648926
common_voice_pt_19775653,Esperamos que mais de trinta mil pessoas participem.,We expect more than thirty thousand people to participate.,We hope more than thirty thousand people will participate.,0.2976348400115967
common_voice_pt_19598670,Um cão preto e castanho correndo em um campo,A black and brown dog running in a field.,A black and brown camel running in a field.,0.3268585205078125
common_voice_pt_19598671,Nadador em fato de banho vermelho? gorro branco? e óculos azuis emergindo da água,Swimmer in the red swimsuit? white cap? and blue glasses emerging from the water,"Swimmer in a red bath, white hat and blue glasses emerging from the water.",0.4458048343658447
common_voice_pt_19598714,O que eles disseram?,What did they say?,What did they say?,0.19098639488220215
common_voice_pt_19598715,"Como eles conseguiram improvisar em tão pouco tempo, ela nunca saberá.","How did they manage to improvise in such a short time, she will never know.",She will never know how they managed to improvise in such a short time.,0.40332627296447754
common_voice_pt_19775644,Uma família de outro país realizando algum tipo de ritual,A family from other country performing some kind of ritual.,A family from another country performing some kind of ritual.,0.32106447219848633
common_voice_pt_19775645,Eu te imploro.,I beg you.,I beg you.,0.18355154991149902
common_voice_pt_19775646,Para cobri-lo de forma inteligente.,To cover intelligently.,To cover it in an intelligent way.,0.2743194103240967
common_voice_pt_19775652,Mulher em uma camisa verde que guarda gatinhos.,Woman in a green shirt that holds kittens.,Woman in a green shirt that keeps kittens.,0.3186686038970947
common_voice_pt_19598888,Uma multidão aplaudindo está reunida atrás de um repórter.,A cheering crowd is gathered being a reporter.,A crowd applauding is gathered through a reporter.,0.34780120849609375
common_voice_pt_19598887,"Eu não gosto de sushi, então eu realmente não gostei da refeição.","I don’t like sushi, so I really didn’t like the meal.","I don't like sushi, so I really didn't like the meal.",0.37373781204223633
common_voice_pt_19598886,Vamos esperar que o secretário de estado possa exercer influência sobre o chanceler.,Let’s hope that the secretary of state can influence the chancellor.,We will wait for the Secretary of State to influence the Chancellor.,0.4442768096923828
common_voice_pt_19598885,Crianças perseguindo a bola em um jogo de futebol.,Children chasing the ball at a soccer game.,Children chasing the ball in a soccer game.,0.3356945514678955
common_voice_pt_19598884,Berlim pode ser tão linda nessa época do ano.,Berlim can be so beautiful in this time of the year.,Berlin can be so beautiful at this time of year.,0.30812811851501465
common_voice_pt_19598803,as pessoas estão dançando em uma plataforma quadriculada enquanto as pessoas estão assistindo,People are dancing on checkered platform while people are watching,People are dancing on a grid while the others are watching.,0.34333372116088867
common_voice_pt_19775643,O colaborador prolífico contribuiu com mais de mil commits até hoje.,The prolific collaborator has contributed over a thousand commits to date.,The prolific collaborator has contributed with more than a thousand commitments to date.,0.45484280586242676
common_voice_pt_19598716,Oh? o que é isso?,Oh? What is that?,"Oh, what is that?",0.30761003494262695
common_voice_pt_19598717,Um homem e uma mulher consertando alguma coisa.,A man and a woman fixing something.,A man and a woman fixing something.,0.35857725143432617
common_voice_pt_19369653,Um homem em uma loja está de pé e olhando para itens de mercearia.,A man in a store is standing and looking at grocery items.,A man in a store is standing and looking at grocery items.,0.46921682357788086
common_voice_pt_19369674,Você não pode nem ser honesto sobre ser desonesto.,You can’t even be honest about being dishonest.,You can't be honest about being dishonest.,0.4471414089202881
common_voice_pt_19369679,Um negro toca saxofone alto em frente a uma loja de tijolos.,A black man plays high saxophone in front of a brick store.,A black man plays a high saxophone in front of a brick shop.,0.5876827239990234
common_voice_pt_19369685,Você vai no pub esta noite? amor?,Are you going to the pub tonight? love?,"Are you going to the pub tonight, love?",0.42641234397888184
common_voice_pt_19369686,mostre-me os filmes que estão tocando por aqui,Show me the movies that are playing around here.,Show me the movies that are playing around here.,0.4180419445037842
common_voice_pt_19369687,Um grupo de pessoas está comendo macarrão.,A group of people are eating pasta.,A group of people are eating pasta.,0.3524951934814453
common_voice_pt_19369688,um cara curtindo um dia jogando frisbee.,A guy enjoying a day playing frisbee.,A guy enjoying a day playing frisbee.,0.47436046600341797
common_voice_pt_19369689,"Era tão emocionante, suas veias estavam cheias de adrenalina.","It was so touching, his veins were full of adrenaline.","It was so exciting, your veins were full of adrenaline.",0.5403041839599609
common_voice_pt_19369649,Você contou a eles aquela história engraçada que você me contou ontem?,Did you tell them that funny story you told me yesterday?,Did you tell them that funny story you told me yesterday?,0.43662595748901367
common_voice_pt_19369648,Sujeira e poeira em todos os lugares? me dê a vassoura!,Dirt and dust in everywhere? give me the broomstick!,"Suggest dust everywhere, give me the broom.",0.3201124668121338
common_voice_pt_19369647,Como o resfriamento lento do estado gasoso quente resulta em cristais puros?,How does the slow cooling of the hot gaseous state result in pure crystals?,"Like the slow cooling of the hot gaseous state, it results in pure crystals.",0.4392733573913574
common_voice_pt_19369646,O sol queimava impiedosamente do céu.,The sun burned mercilessly from the sky.,The sun was burning mercilessly from the sky.,0.32401037216186523
common_voice_pt_19369645,Nós viemos de Talamanca.,We came from Talamanca.,We came from Talamanca.,0.22154760360717773
common_voice_pt_19369639,Um cão preto e branco está saltando na água.,A black and white dog is jumping in the water.,A black and white dog is jumping in the water.,0.3397955894470215
common_voice_pt_19369638,Eu posso falar com meu advogado.,I can speak to my lawyer.,I can talk to my lawyer.,0.26327943801879883
common_voice_pt_19369637,Há uma mulher parada em um ponto de ônibus.,There is a woman stand at a bus stop.,There is a woman standing at a bus stop.,0.29621052742004395
common_voice_pt_19369635,Uma dançarina folk está girando sua saia cor de coral,A folk dancer is spinning her coral skirt.,A folk dancer is spinning her corporal headquarters.,0.34732890129089355
common_voice_pt_19369673,Um cão castanho claro está brincando na frente de duas vacas malhadas.,A light brown dog is playing in front of two spotted cows.,A light brown dog is playing in front of two cows.,0.32422900199890137
common_voice_pt_19369675,Você acha que alguma vez encontraremos uma cura para o câncer?,Do you think we will ever a cure for cancer?,Do you think we will ever find a cure for cancer?,0.33106374740600586
common_voice_pt_19369677,Um menino olha para o caranguejo que ele está segurando,A boy look’s at the crab he is holding.,The boy looks at the crab he is holding.,0.30349135398864746
common_voice_pt_19369678,"Quarenta centavos, por favor.",Forty cents please.,"Forty cents, please.",0.24451756477355957
common_voice_pt_19369676,Um homem branco está contando uma história enquanto usa gestos com uma fêmea branca.,A white male is telling a story while using gestures with a white female.,A white man is telling a story while using gestures like a white woman.,0.38921236991882324
common_voice_pt_19369634,Ele gostava de disparar tiros e sentia prazer em pescar.,He liked to fire shots and enjoyed fishing.,He liked shooting and enjoyed fishing.,0.30204153060913086
common_voice_pt_19369671,Ambos.,Both.,A bus.,0.17906999588012695
common_voice_pt_19369636,Um menino leva uma bola de futebol de outro menino,One boy takes the football from another boy.,A boy takes another boy's football.,0.3048083782196045
common_voice_pt_19369666,Você quer carne para comer carne,You want meat to eat meat.,You want meat to eat meat.,0.27010130882263184
common_voice_pt_19369630,Um homem que senta-se fazendo chapéus de palha.,A man sitting making straw hats.,A man sitting down making straw hats.,0.28853368759155273
common_voice_pt_19369633,O vagão se movia em rodas bem lubrificadas.,The wagon moved in well-oiled wheels.,The wagon moved in well lubricated wheels.,0.32453441619873047
common_voice_pt_19369632,Tudo vai ser cuidado!,Everything is going to be taken care of.,Everything will be taken care of.,0.27119016647338867
common_voice_pt_19369631,A semente é necessária para plantar o milho da primavera.,The seed is needed to plant the spring corn.,The seed is needed to plant the spring corn.,0.3085038661956787
common_voice_pt_19369651,Desta vez tenho certeza disso!,This time I am sure of it!,This time I'm sure of it.,0.24838995933532715
common_voice_pt_19369652,Divirta-se.,Have a good time.,Have fun!,0.18150949478149414
common_voice_pt_19369654,Um grupo de caminhantes está conversando,A group of hikers are talking.,A group of walkers is talking.,0.285214900970459
common_voice_pt_19369672,Ela tem pernas longas.,She has long legs.,She has long legs.,0.2115030288696289
common_voice_pt_19369665,A condenação é menos temível e mais segura.,Conviction is less fearful and more secure.,The conviction is less fearsome and safer.,0.29767680168151855
common_voice_pt_19369670,Terrivel.,Terrible.,It's horrible!,0.21813726425170898
common_voice_pt_19369667,Nunca tenha uma luta de boxe com o Ali!,Never have a boxing fight with Ali!,Never have a boxing match with Ali.,0.3038656711578369
common_voice_pt_19369668,Terra assada,Roasted earth.,Roasted Earth,0.19731712341308594
common_voice_pt_19369669,Esta é a melhor marca de milho.,This is the best corn brand.,This is the best corn brand.,0.23797893524169922
common_voice_pt_19669276,Um grupo de amigos está socializando.,A group of friends is socializing.,A group of friends are socializing.,0.25843358039855957
common_voice_pt_19669262,Duas crianças brincando na neve perto de uma pilha de toras.,Two kids playing in the snow near a pile of logs.,Two children playing in the snow near a pile of bulls.,0.35179996490478516
common_voice_pt_19669263,Onde você conseguiu isso?,Where did you get that?,Where did you get that?,0.2221212387084961
common_voice_pt_19669075,Perdoa-me,Forgive me.,Go to the homie.,0.21953082084655762
